
965
29,101,790,2042
516,1129,1347
1201
2694
1959,3004
964,1239,1581
1953
1934
2661
2442
1346
559
1372
2540
1291
3020
38,2680
1605
3050
1888
110,2071
1211
1626
1603
1890,2139
364,2450
363
2420
667
1604
1463
1451,1597
736,2417
737,743,817,1192,1292,2418,2606,2658
1193,2449,2451,2923
815,818,819
111,1596,2415
1452
2924
1462,2750
2651
734
2087
1427
2112
301
1891
730,731,1284
534,1283
304
113
1286
739,1598
1529
545
1587
662
821
367,533
2063
793
332
11
1044
10
1045,1627
285
1395
284,725
35
37
1527
671
36
1397
1889
184
1396
1530
2595
1070
873
952
606
2624
2560
96
720
1186
721,1083,1578
1579
2583
319
2729
2601
333,1378,1580
2157
1894
2577
1526
2454
517
1903
2251
1413
116
1063
854,855
2,1202
3
710
12
1483
1524
1164
1568
229
1561
520
228,1414
1269
349
1601
822
472
1409
310
388,1908
1,473,1415
117,1297
387,1168
1076,1562
1080,2480
385,1198
299,601
475
1132
474,916
318,799
917
15
1081
300,344,345,2590
1433
2639
16,1950
437
1117,1622,2699
230,347,348
346,1429,1438
386
2268
1769
1082,1412
235,518
1523
231
1862
232,233,234,236
1410,1411
2222
302,1560
471
1918
389
2632
245
246
244
712
1921
1933
528
1093
719
2547
531
2546
532
521,1909
1927,1949,2090,2628
322
522,1163
424,425,1162
1161
705,1092
530
1577,1932
704,706,1576
1444,2643
1442
711,1443
2588
1583
1094
529
2683
3226
666,715
700
343
795
1293
1296
2696
1127
2255
2622,2623
2476,3154
2477
2475
2269
2478
2474
439
1929
787
3239
1425
2058
698,699
988
2344,2345
2670
298
1422
227
1421
360,665
989
697
2422
987
800
788
1404,1867
1084,1405
1406
1868
1337
1085
1339
864
39,1338
1086
1111
1112
664
1259
863
1403
40
1046
2439
200,443
1416
1884
1885
2548
547,676
546
1248
1931
1551,2419
786
2685
1477
2562
203
713
1060
100,321,1100,2142
674,675,857
856
1985
2688
930
2396
1061
2555
124
127
3111
595
1159
2256,2257
1091
1870,2414
2192
1930
596
929
224,442,718
441
1160
702
2626
748
1525
629
1615,1616,1874,2645,2647
2646
255,551,1331
1208
2138
548
1866
1865
341,846
624
1380
225
342
240
334,2466
256,552,1375
549
339,2278
716,1308,1320
1175
723
185,2416
1206,1460
2648
254,340,1319,2660
1573
1126,2041,2687
550
1285
338,448
2665
2351
408,738
407
2594
105
998
361
5,194
56,91,681,1052
4,995,1964
243
130,626
1494
966
1173
314
313
393
1124
1792
131
1133,1207
2473
183,204
67,275,309,757,758,759
312
466,623
2620
1450
1118,1174
182,1445
685
2413
1566
2445
108,114,248,250,657,658,1037,1098,1244,1351
193,1255
42,237,1119,1179,1183
242,1181
68,93,202,761,963,1318
106,128,1446,1447,1571
463,1123,1180
115,247,249,1121
220,274
44,1187
195,1120
467
270,273
238,958
1071
206,756,1067,1169,1430,1465
141,462,1038,1212
512,602
1057,1058,1213
102
317
57,1205
277
1066
1170
1099,1171
838,962
839,1172
7,630,1251
305,1252
280,1079
6,205,1178
21
109
895
612,1314
1059
41,279,1041
755,1246,1317
272
315
454
107,192,760
129
1043
281,627
625,1122
311
2472
1570
276
1042
1125
406,1250
468,1055
134
278
621
1288
18,20
92
747,1279
1176,1345
22,1050,1051,1182,2423
69,1049
1294
1128
992
19
55
814
2576
1426,1461,2424
70
2438
1464
2434
221,271,323,324,325
701
1039,1439
1278
1778
207
1053
1290
2593
1912
2541
519
34
1956
1883,2299
628
791
1936
659,744,1095,1097,1609,1610,1611,1793,1794,1795,2578
1096,1482,1608
2318,2319
1247
765,766,2574
764,913,1036
878,2664
763,2684
1917
610
703
90,722,1101
32,112
1056,1771,1915,2567
847
1010
