
965
2042
516,1129,1347
1201,2694
964,1239,1581,1953,1959,3004
1934
2661
2442
1346
559
1372
2540
1291
3020
38,2680
1605
3050
1888
110,1211,2071
1626
1603
1890,2139
364,2450
363,2420
667,1463,1604
736,737,743,817,1192,1292,1451,1597,2417,2418,2606,2658
1193,2449,2451,2923
111,815,818,819,1596,2415
1452
2924
1462,2750
2651
734
2087
1427
2112
301
1891
304,534,730,731,1283,1284
113,1286
739,1529,1598
545,1587
662,821
367,533,2063
793
332
10,11,1044
1045,1627
285,1395
284,725
35
37,1527
671
36
1397,1889
184
1396
1530
2595
1070
873
952
606
2624
2560
96
720,1186
721,1083,1578,1579,2583
319
2729
2601
333,1378,1580,2157
1894,2577
1526
2454
517
1903
2251
1413
116,1063
2,3,854,855,1202
710
12,1483
1524
1164
1568
229,1561
520
228,349,822,1269,1414,1601
472
1409
310
388,1908
1,473,1415
117,387,1168,1297
1076,1080,1562,2480
299,385,475,601,1132,1198
318,474,799,916,917
15,1081
300,344,345,1433,2590,2639
16,230,347,348,437,1117,1622,1950,2699
346,386,1429,1438,2268
1769
235,518,1082,1412,1523
231,1862
232,233,234,236,1410,1411,2222
302,471,1560
1918
389
2632
244,245,246
712
1921
1933
528,1093
719
2547
531
2546
532
322,521,1909,1927,1949,2090,2628
424,425,522,1161,1162,1163
530,705,1092
704,706,1576,1577,1932
1442,1444,2643
711,1443,1583,2588
1094
529
2683
3226
666,700,715
343
795
1293
1296
2696
1127
2255
2622,2623
2476,2477,3154
2475
2269
2478
2474
439
1929
787
3239
1425
2058
698,699,988
2344,2345,2670
298,1422
227,1421
360,665,989
697,2422
987
800
788
1084,1404,1405,1867
1337,1406,1868
1085
1339
864
39,1338
1086
1111
1112
664
1259
863
1403
40
1046
2439
200,443
1416
1884
1885
2548
547,676
546
1248
1931
1551,2419
786
2685
1477
2562
203
713
1060
100,321,1100,2142
674,675,856,857
1985
2688
930,2396
1061
2555
124
127
3111
595
1159
1091,1870,2192,2256,2257,2414
1930
596,929
224,441,442,718
1160
702
2626
748
1525
629
1615,1616,1874,2645,2646,2647
255,551,1208,1331,2138
548,1865,1866
341,624,846,1380
225,240,342
256,334,549,552,1375,2466
339,716,1175,1308,1320,2278
723
185,1206,1460,2416,2648
254,340,1319,1573,2660
550,1126,1285,2041,2687
338,448
2665
2351
408,738
407
2594
105
998
361
5,194
4,56,91,243,681,995,1052,1964
130,626,1494
966,1173
314
313,393
1124,1792
131
1133,1207,2473
67,183,204,275,309,312,757,758,759
466,623,2620
1450
182,685,1118,1174,1445,2413
1566
2445
42,108,114,193,237,248,250,657,658,1037,1098,1119,1179,1183,1244,1255,1351
68,93,202,242,761,963,1181,1318
106,115,128,247,249,463,1121,1123,1180,1446,1447,1571
44,220,274,1187
195,467,1120
238,270,273,958,1071
141,206,462,756,1038,1067,1169,1212,1430,1465
512,602
1057,1058,1213
102,317
57,277,1066,1170,1205
7,630,838,839,962,1099,1171,1172,1251
305,1252
6,21,205,280,1079,1178
109,895
612,1314
1059
41,272,279,315,454,755,1041,1246,1317
107,129,192,760,1043
281,625,627,1122
311
2472
1570
276
1042
1125
406,1250
468,1055
134
278,621
1288
18,20
92
747,1279
22,69,1049,1050,1051,1176,1182,1294,1345,2423
1128
992
19,55,814
2576
1426,1461,2424
70
2438
1464
2434
221,271,323,324,325
701
1039,1278,1439,1778
207,1053
1290
2593
1912
2541
519
34
1956
1883,2299
628
791
1936
659,744,1095,1096,1097,1247,1482,1608,1609,1610,1611,1793,1794,1795,2318,2319,2578
764,765,766,913,1036,2574
763,878,2664,2684
1917
610
703
90,722,1101
32,112,1056,1771,1915,2567
847
1010
2667
1542,1607
749,750,2433
751
2078
43
2441
1490
450
1902
2377,2552
459,961
1109
752
2331
682,1102,1266
1107,2563
1108,1522,1869,2371
1110
1287
45,316,485,1887
1916,2461
2279
460
1258
1257
449,1606,2551
724,1315
2575
33
226
1871
745
2692
335,461,656,679,680,1935,2440
2556,2706
1184
746,789
560,729
1764
1106
1876
2088
94
438
890,2636
28,611,2672
2085
816
820
362,2076
1350
1757
218
1069
2581
2213,2992
1349
257,651
2101
881
660
1270
728,1191,2214
1088,1592
2089
652,754,1087,1189,1782,2204,2668,2715
1781
1467,2928
1309
981,1474
508,1310,1469,1535,1565
217
646,767,769,1471,2346,2348
753,1476,2926
1271,2927
648,785,907,911
252,792,1311,1470
2707
1074
253,1564,1982,2589
374,645,1031,2710
670,740,771,1030
369,377,380,384,1142
370,371,376,378,379,381,382,383,772
1475,2662
2663
1075
373
2580
812,813
668
669,1563
375,732,741,1073,1144,1455
2579
2083
649
2322
372
1468
953,1072,2669
1877
1188
2709
31,488
17,491,951,1928
1454
1077
727
259
770
650,1145,1489,1589
258,2258,2347,2429,2430,2568
1453,2427
733
2822
2695
1116
2605
1966,1967
2657
2604
1978
1983
2656
1619,2467
1971
58,794,1147,1301,1369,1981,1984
1148,2586
605
1977
2585,2652
1149
1146
603
1618
613,1303,1574,1590,1968,2431,2654,2655
614,615
1302
1299
1499,1501,1969
59,1961
2728
1304,1976
1974
2432
1498
1298,1500,1502,1972,1980
1300,1536,1975,2542
1970
1575,1973,2653
60,604,1528
1986
1979
440
1965
71,72,201,303,366,469,677
523,2339
807,2340
1484,2446
2618
1492,1937,2543
1614,3225
142
1493
1531
490
320
2619
3357
74,470,1062
672
2804
708
73,241
239
423
673
714
1770
2332
2721
600,2333
2722
2559,2561,2689
580,661
2625
579
1491
1584
1585
726
1586
327
773
1515
290,329,1002,1459
849,1878
358,956,1243,1776
186,426,936
190,589,590,926
145,941
1220
487,942,1882
163,876,1478,2084
144,166
1000
30,465,492,810
1026,1033
875,1029
85,140,414,415,416,417,418,432,509,511,585,967
118,147,148,161,165,176,180,289,354,433,874,906,943
143,158,170,179,428,642,784,918,923,1114
47,123,136,146,149,155,156,159,164,175,328,541,841,862,908,1012,1025,1209,1218,1275,1312
49,79,120,121,135,138,198,199,211,214,266,286,291,308,359,399,431,444,493,513,845,892,893,914,934,947,985,999,1027,1068,1152,1167,1200,1214,1221,1227,1234,1240,1256,1276,1332,1407,1428,1479,1755,1775,1911,1963,2224
27,54,78,168,187,264,282,478,647,802,894,905,924,1065,1130,1131,1151
26,53,64,80,83,122,126,139,189,197,223,261,283,401,435,542,619,775,891,901,1103,1104,1177,1233,1321,1408,1783
46,51,76,77,88,89,132,133,178,265,267,306,396,514,537,776,840,844,909,927,939,945,978,980,997,1022,1078,1134,1166,1210,1495,1756,1762,1766,1920
25,65,208,260,269,397,409,429,430,476,902,1217,1223,1225,1417
23,48,75,81,86,87,119,125,196,222,262,307,394,395,398,400,402,455,456,464,477,843,888,889,940,944,946,990,1796,1958
24,62,63,209,842,886,887,910,1048,1295,1541,1553
900,912,1235,1572
52,162,212,213,984,1343
160,268,774,880,904,931,979,1153,1313,1466,2127
137,151,210,215,427,928,1113,1196,1197,1289
154,216,288
84,188,458,932,933,1497,1545,1546
434,587,1798,1954
174,588,1242,1348
330,353,922,1006,1165,1481
356
61
1758
157,973
153,177,806,921
419,540,925,974,991,1019,1020,1021,1105,2428
983,1008,1229
29,101,790,1001,1016,1139,1550
173,331,1135,1154,1155,1156,1157,1158
263,457,586,804,883,937,957,959,1023
336,411,885,1035,1216,1753
169,295,326,1004
1906
171,852,884,1032,1341,1960
851,1224,1277,1340,1496
543,920,1138
150,853,858,882,1003,1219
50,296,410,412,544,859,860,970,1237
968,986,1230,1232,1241,1458,1552,1623
850,879,1625
777,780,781,1115
191,294,868,897,1013
337,538,1226,1797
622,903,915,1215
82,436,539,778,848,1231,1955
368,489,782,783,866
1323,1342
618,977
181,1322
1456
803
1910,2714
2640
768
935
870
1141
972,1516
1140,1543
293,1273,2798
1517
1245
1136
1222
865,867
805
1028,1904
287,292,872,969,1962
811,1009,1533,1534,2554
1228
1760
167,494
779,982,1272,1879
869,1624,1905
1617
152,896,1011,1014,1018,1238,1547,1761
357,898,975,1017,1873
871,1007,1137,1539
413,486,591,919,971,1034,1267,1472,1537,1538
899,1907,2712
617,976,1005,1015,1383,1548,1549,1759
297,1540
1143
1236,1457
104,1473
877,1268,1274,2793
742
1384
98,2469
97
103,709,808,809
2252
392,1765
593,594,1185
1863,1875
391,1864
592,1363
762
1880
510
535
390
1190
2426
172
2468
861
219,1957
1599
1881
1544,2650
1150,1754,1872,2270
1532
620
735
355,960
2372
954
1591,2128
955
1886
1620
2151
2821
1376
1480
1377,2573
2150
3271
2152
2724
2452
2587
993
683,1199
1767
495
616
95
717
8,1024
655
2437
1768
365
2359
1040
2360
9
684
1261
2223
1485
2436,3080
581,582,1260,1334,2545,2621,2755,2912
1047
584,1913,1914
583,1335
1089,1090,1336,1621
1333
654
2691
663,994,2435
2698
1987,2701,2920
653,707,1431,1432,2453,2591,2599,2600,2819
1738
2102
2524,3222
1657,2141,2677,3221,3263
3220
556
1690
3296
1707
1630,2868
2104
3275
2383,3228
571,572,833,2254,3174,3279
2109
2860
2023,2155
507,1600,2968
2425
2787,3106,3289
1739,1740,1741,1742,2110,2283,2384,2523,2553,2964,3155,3170,3182,3294
2880,3219
1635,2124,2666,2788,2879,3183,3276
1730
3203
2103
2999,3110,3210,3333
558,1632,1638,1718,3108,3236,3290
1686,2976
1634,2137,2253,3109,3235,3283,3311
1658,1688,1689,1719,1811,2106,2136,2503,2504,2838,2839,3071,3107
2105,2381,2971,3066,3099,3100,3169,3180,3252,3278,3280,3286
1743,2380
834
1691
1633,1639,3277
1659
2969
2025
3339,3352
1708
2940
2997
2836
3338
2123
2800,3083
2859
3342
3102
1819,2408
2208
2488
2981
827
2122
3329
2945
3229
2941,3328
3287
2173
2060,2946
2178,2525,2785
2329,3351
2330
3115
1821,3254
1820,3090,3160,3300
3159
2858
3346
2140
2294
2783
3052
2784
2944,3173,3301
3298
3179,3302
3337
2147
2053,3331
2148
1723,3291
2145
1724,2175,2189
2056
3336
2170
404
3131
3273
2217,3023
2972
2762,3163
2144,3321
2169
1857,2218,2219,2511,2517,2537,2842,2855,2866,2887,3018,3151,3262,3307,3332
1662,1663,2027,2029,2188,2538,2675,2678,2764,2765,2766,2767,2776,2780,2829,2843,2852,2874,2886,2931,3199,3303
1390,1391,1664,1713,2028,2243,2295,2379,2395,2513,2799,2801,2863,2869,2985,3006,3045,3105,3194
2057,2059,3212,3299
2844,3133
2067,2070,2176,2177,2209,2354,2777,2828,2830,2833,2837,2840,2841,2865,3260,3261,3350
2026,2030,2054,2509,2674,2827,2845,2854,2856,2857,2870,3141,3306
1661,2853,2888,2914,2915,3043,3193,3259,3272
2069,2174,2378,2512,2676,2831,2832,2932,3178,3196,3335
2486,2592,3057
403,2061,2172,2761,2796,2851,2875,3058,3132,3198,3211,3231
3323
2763,2768,2769,3044,3046
2068,3200,3324
2510
2055,2220,3264
3011
2867,2984
2146,2221,2739
2641
2171
2642
2215,2216
1817
2244
3051
2111
2617
2022,2165
3184
2164
2549
3064,3304
527,3237
1449
3284
2135
2835
3087
525,526,2812,2813,3185
3047,3084,3216
3069
2355,2356,2809,3188
2967,3187,3270
3186
3246
2966
1399
2455
3040
3215
3310
2771,2905
3140
2482
2994
1855
3320
2797
829,835,2266,3238
524,1838,2484,3104
3153
2872
2942
1682
3142
2227
2168
2387
2803,2965,3085,3192,3257
1681,1685,2534,2686,2802,3268,3308,3319
3348
2770
501
2116,2411
1801,2491,2496,2526
2107
2939,3022
2937
2050,2158
1687
1735
2938,3118
2907
1847,3134
2375,2805
1705
1814,2881,2883
575,1844,3309
2113,2197,2293
1858
2325,3166
2362,3312
2086
3206
2871
2789,2790
1849
2996
2245,2276,2962,3325
1822,2156,2876
1734,2100
3197
577,1701,1751,1841,1850,2315,2404,2498,2571,2891,3038
482,557,633,1636,1643,1645,1650,2275,2376,3041,3207,3253
831,2228,2671,2815,2847,2963,2988,3161
1628,1642,1716,1750,2082,2229,2265,2337,2343,2364,2892,3175,3204,3316
1854,2198,2409,2485,2816,2817
1674,2132,2133,2235,2236,2508,2943,3120,3209,3326
1842,1843,3035
569,1676,2527,2862
1641,1845,1846,1941,2230,2374,2403,2528,2960,3054
1392,1677,2693,2930
1812,1853
564,565,574,638,640,1733,1804,1852,2093,2099,2187,2225,2401,2502,2697,2893,2936,2989,3000,3077
1644,1696,1697,2520,2792,3003,3135
567,2196,3123,3190
576,639,836,1646,1666,1695,1698,1709,1710,1737,2185,2186,2190,2191,2226,2366,2369,2370,2515,2521,2738,2781,2834,2948,3075,3129,3168,3318,3330
632,2773,2846,3247
573,1651,1700,1706,1717,1732,1839,2097,2098,2402,2708,2778,2919,3055,3101,3139,3158,3208,3256
2316,2317,3136
1805,2095,2382,2405
3297
3177
1362,2194,2492,2848,2873,2890,2913,2935,3068,3116
499,500,634,636,637
1648,2238,2311,3130,3341
480,1803,2758,2782
2539,2959,2980,3053
1813
2237
2049
3167
631,635,1831,3060,3065,3119
2327,2979
2326,3234
2487,3282
2682,2895,3029
1807
3181
1629,2081,2535,3354
2234,3164
2367,2495,2582,3293
1815,2033,2161,2385
1763,1824,2314,2349
479
1736,2032,2328
3059
2160,2281
1836
553,2207,2392,2916,3292
2557
1830,2949,3030,3031
2406,3127
1673,2126,3125
1806,1818,2239,2291,2394
641,1448,1694,1832,1848,1851,2034,2035,2506,2760,2906,3295
1997,3122,3152
1670,1671,1672,1675,1856,2878,2894,3112,3201
2497,2877
1711,2350,2386,2499,2723,2934,3343
3213
825,832,1655,1656,1667,1699,1702,2167,2180,2181,2211,2335,2363,2532,2635,2759,2849,3074,3086,3126,3137,3138,3150,3205,3266,3285,3288,3334
483,570,823,824,826,1637,1692,1703,1714,1722,1748,1752,1800,1840,2134,2166,2481,2522,2596,2735,2917,2929,2983,3048,3162,3165,3314
2094,2493,2779
1668,1669,1829,2096,2393,3063
1665,2274,2501,2634,2772,2775,3061
1647,1704,1744,2240,2324,2530,2711,2850,2933,3103,3128,3176
481,1640,1654,1680,1745,1746,1747,1808,1809,1825,1834,2031,2210,2290,2310,2341,2342,2410,2531,2681,2814,2864,3026,3042,3056,3149,3157,3305,3313,3327
566,568,1631,1653,1678,1679,1684,1712,1731,1940,2115,2131,2516,2533,2970,3013,3191,3223
1652,1683,1693,1721,1799,1827,1835,1939,2233,2336,2361,2412,2494,2500,2518,2736,2995,3281
1816,2490,3076
2051
1749,1996,1998,2690,3267
554,1860,2232,2519,2544,2896,2918,3062
1649,1823,1833,2536,2598,3347
2193,2280,2529,2774,3245
563,1720,1802,1859,1861,1938,2162,2483,2505,2558,3024,3113,3114,3171,3172
1715,1826,2114,2231,2365,2368,3036,3148,3315
1660,2195,2597,3070,3317
2130
555,2407,2978
578
2882
2791,3258
2357
484
2353
2507
2734
3117
2159,2633
2786
2149
2338
2861,3202
3217,3232
2282
3121
3124
3195
2514
2205,3322
1726,2092,2200,2201,2206,2616,3145,3147,3248
2202
3274
1725
2818
1729
13,2036
3093
1994
2753
2752,3095
1401
2991
14,2117,2118,2119,2179,2182,2263,2470,2810,2998,3094
1418
1922,2024,2079,2304,2889
2039,2973
1923,2303,2733
3242
1924,1925,1926,2399,2400,2629
2958
1398,1728,2120,2212,2947,3249
2080,2262,2462,2463,2550,2615,2885,2950,2951,2974,3144
502,503,504,1420,1727,2037,2038,2302,2305,2334,2565,2718,3091
1995,2300,2301,2306,2307,2566,2921,2922,3088,3089,3096,3146
1419,2398,2990,3097,3243
2471,2897
2732,3092
1400
1402
2242
2754
3189
2264
3098
1993
1518
2982
498
3251
3340
2489
1772
2373
2073
1774,2824
798,1943
797
1942
1773
2047

2825
837
2292
2298
3049
828
2679
2740,3067
2066
796
2075
2077
2808
830
2908
1368
251,506,996,1569
1374
1899
1897
1779
1780
1367
1898
2910,2911
1437,2203
1436,2308
1435,2884
801,2309
2241
599,938
1556
2479
1253
950,2397
1557
2731
597,598,1559,2826
1558
2644
1952,2043
2044
1837,1951,2986
2064
3079
2823,3009
3358
3269
2072
3005
1810
3025
2956
3156
1373
2444,3001
1358,1359,1387,3028,3230
3021
1385
422,2267,2286
1386
2806
2807
2091
2716
1281
2153
2154
1512
1280
1503
447
1194
515,2261
2143,2259
2260,3032
2040,2603
678
2602,2953
2570
2811,2952
445,2183,2184,2719,3072,3073
2569,2700
446
1786
2637
3355
1379
1441
1440
405,1329,1344
1327,1328,1582,1602
1330
2975,2993
2065
3224
2447,2448
1789
1508
2572
1254
1828
350,643,644,2614
1203
1784
1511
1514
1791
949,1195,1504,1588,2163,2358
2125
687
1612
688
1555,1788
1506
686
1947
1785,2052
1519,2743
1204,1787,1790,2012,2465
1946
562,1594
2352
561,690,696
689,695,2464
1510,2725
1777
948,1316
1593,2460,2607
352,693,694,1507
1513,2323,2649
1948
351,691,1505,1613,1999,2045,2074
496,497,1509
692
1370,1371
1357,1487,1488
609,1354,1355,1356
1353
3037
608,1262
607
1306
1486
1520
1919,2957
3214,3349
1307
2751
1991,2630,2900
1595
2631
420
421
3353
3002
1992
2048
2609
2702,2705,2955
2608
2954
2901,2902
2898
2899
3078
1263,1366,3227
2961
2909
2584
1389
2720
1388
1360
1381
2458
3039
1361,1382
2199
1365
3081
1945,3082
3027
1364
2285
1892
1054,1521,2564
99
1896
2704
2703
1895
2459
1305
2443
2062
2673
1352
3218
1893
2794,2987
2795
1423
1324,1424
1325,1326,2388
2638
2389
2659
3356
1554
2610
536
1900,1901
2129
2272,2273,2421
3240,3241
3250
2312
2611
2713
2717
451
3359
2390,2391,2727
2313
2726
3014
2296
452,2246,2247,2248,2250,3012
3007
3015
3143,3255
2288
2977
3019
2756,3017,3344
2284
2297
2287
2271,3016
3010
2249
3345
453
3244
2904,3265
2757
1249,2613
1282
1944
1064
1567
2456
2457
66,1434
1265
2820
2277
2925
2046
2627
1264
2121
2737
2730
2612
1988,2745
2749
1989
1990
2021
2741
2008,2011,2020,2742
2746,2748
2320
2017,3033
2002,2903
2003
1393,3008
2006
2018,2108,2321
2007
1394,2001,2016,2747
2000,2013,2014
2015
2019
3233
505
2009
2010
2289,3034
2004
2005
2744
